NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
22/08/2023,28699.81984562856,28699.81984562856,27814.80337461799,28699.81984562856,0,0,7300
21/08/2023,28657.676204151867,28699.81984562856,28657.676204151867,28699.81984562856,100,0.0014705882352941124,4000
18/08/2023,28657.676204151867,29331.974467778968,28151.95250643154,28657.676204151867,-1600,-0.02298850574712641,17200
17/08/2023,29289.830826302274,29753.410882545908,29205.54354334889,29331.974467778968,-200,-0.002865329512893977,13300
16/08/2023,29921.985448452684,29921.985448452684,29416.261750732356,29416.261750732356,-1800,-0.025139664804469275,10600
15/08/2023,28489.10163824509,30174.84729731285,28489.10163824509,30174.84729731285,3100,0.045255474452554845,24600
14/08/2023,28657.676204151867,28868.394411535337,28657.676204151867,28868.394411535337,200,0.002928257686676483,3700
11/08/2023,28699.81984562856,28868.394411535337,28657.676204151867,28784.10712858195,-200,-0.0029197080291970545,10500
10/08/2023,29079.112618918807,29416.261750732356,28868.394411535337,28868.394411535337,-700,-0.010115606936416222,16200
09/08/2023,29458.40539220905,29500.549033685744,29079.112618918807,29163.399901872195,-700,-0.010014306151645225,41300
08/08/2023,28615.532562675173,30048.416372882766,28615.532562675173,29458.40539220905,2000,0.02945508100147265,12500
07/08/2023,28531.245279721785,28784.10712858195,28151.95250643154,28615.532562675173,-400,-0.005856515373352855,15000
04/08/2023,29079.112618918807,29079.112618918807,28320.527072338315,28784.10712858195,-700,-0.010144927536231862,21500
03/08/2023,28657.676204151867,29163.399901872195,28657.676204151867,29079.112618918807,-800,-0.011461318051575908,19500
02/08/2023,29416.261750732356,29500.549033685744,29079.112618918807,29416.261750732356,0,0,25600
01/08/2023,29669.12359959252,30554.140070603095,29416.261750732356,29416.261750732356,-1500,-0.02103786816269282,79200
31/07/2023,30006.272731406072,30174.84729731285,29795.554524022602,30048.416372882766,200,0.002812939521800173,13600
28/07/2023,29964.129089929378,30174.84729731285,29542.692675162438,29964.129089929378,0,0,20800
27/07/2023,30216.990938789542,30511.9964291264,29964.129089929378,29964.129089929378,-500,-0.006983240223463638,20400
26/07/2023,30554.140070603095,31186.2946927535,30132.703655836154,30174.84729731285,-1400,-0.019178082191780854,29200
25/07/2023,30764.85827798656,31186.2946927535,30343.421863219624,30764.85827798656,700,0.009681881051175623,15100
24/07/2023,29669.12359959252,31607.73110752044,29669.12359959252,30469.852787649706,600,0.008522727272727293,90900
21/07/2023,30216.990938789542,30216.990938789542,29289.830826302274,29669.12359959252,-1400,-0.01949860724233987,78800
20/07/2023,30343.421863219624,31186.2946927535,30259.134580266236,30259.134580266236,400,0.0056022408963585235,78800
19/07/2023,29500.549033685744,30090.56001435946,29079.112618918807,30090.56001435946,4600,0.06886227544910173,200900
18/07/2023,26550.49413031717,28151.95250643154,26339.775922933703,28151.95250643154,4300,0.06879999999999997,105300
17/07/2023,26971.93054508411,26971.93054508411,26339.775922933703,26339.775922933703,-1500,-0.0234375,23900
14/07/2023,27182.64875246758,27309.07967689766,26845.499620654027,26971.93054508411,-500,-0.007751937984496138,8500
13/07/2023,27182.64875246758,27351.223318374356,26887.64326213072,27182.64875246758,0,0,7700
12/07/2023,26761.21233770064,27182.64875246758,26129.057715550232,27182.64875246758,1000,0.015748031496062964,42200
11/07/2023,26845.499620654027,26845.499620654027,26634.781413270557,26761.21233770064,-200,-0.0031397174254317317,13700
10/07/2023,26339.775922933703,26929.786903607415,26339.775922933703,26845.499620654027,-200,-0.003129890453834161,4400
07/07/2023,26129.057715550232,27393.36695985105,25707.621300783292,26929.786903607415,1400,0.022399999999999975,25500
06/07/2023,25539.046734876516,26339.775922933703,25539.046734876516,26339.775922933703,800,0.01296596434359798,5200
05/07/2023,26129.057715550232,26550.49413031717,26002.62679112015,26002.62679112015,-1700,-0.02681388012618302,4700
04/07/2023,26508.350488840475,27393.36695985105,26508.350488840475,26719.068696223945,500,0.007949125596184325,2600
03/07/2023,26761.21233770064,26761.21233770064,25707.621300783292,26508.350488840475,1900,0.031147540983606614,23600
30/06/2023,25286.18488601635,26129.057715550232,25286.18488601635,25707.621300783292,1000,0.016666666666666607,23100
